,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
2517,61.5,machine learning engineer,other,4.8,0,,14,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,TX
2518,61.5,analyst,other,1.0,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2519,61.5,other,senior,4.3,0,,61,Consulting,Business Services,Company - Private,10000+ employees,TX
2520,61.5,analyst,other,3.4,0,,25,Video Games,Media,Company - Private,201 to 500 employees,TX
2521,61.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2522,61.5,analyst,other,3.9,0,,15,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,TX
2523,61.5,analyst,other,4.0,0,,103,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,TX
2524,61.5,analyst,other,3.6,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2525,61.5,data scientist,other,3.5,0,,162,Federal Agencies,Government,Government,10000+ employees,TX
2526,172.0,data scientist,other,3.6,0,,102,Insurance Carriers,Insurance,Company - Private,10000+ employees,TX
2527,172.0,data scientist,other,4.1,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,TX
2528,172.0,analyst,other,5.0,0,,-1,Audiovisual,"Arts, Entertainment & Recreation",Company - Private,1 to 50 employees,TX
2529,172.0,other,other,4.7,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2530,172.0,data scientist,other,3.5,0,,4,Aerospace & Defense,Aerospace & Defense,Subsidiary or Business Segment,10000+ employees,TX
2531,172.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2532,172.0,data scientist,senior,3.9,0,,30,Banks & Credit Unions,Finance,Company - Public,10000+ employees,TX
2533,172.0,data scientist,other,3.1,0,,23,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,TX
2534,172.0,analyst,other,2.8,0,,26,Advertising & Marketing,Business Services,Company - Private,1001 to 5000 employees,TX
2535,172.0,other,other,3.6,0,,84,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",Company - Private,10000+ employees,TX
2536,172.0,analyst,other,4.1,0,,159,Telecommunications Services,Telecommunications,Company - Public,10000+ employees,TX
2537,172.0,machine learning engineer,other,4.6,0,,13,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2538,172.0,analyst,other,3.0,0,,91,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,TX
2539,172.0,data scientist,senior,3.3,0,,117,"Department, Clothing, & Shoe Stores",Retail,Company - Private,10000+ employees,TX
2540,172.0,other,other,4.1,0,,159,Telecommunications Services,Telecommunications,Company - Public,10000+ employees,TX
2541,172.0,data scientist,other,2.8,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2542,172.0,analyst,other,2.9,0,,-1,-1,-1,Nonprofit Organization,201 to 500 employees,TX
2543,172.0,data scientist,senior,3.3,0,,117,"Department, Clothing, & Shoe Stores",Retail,Company - Private,10000+ employees,TX
2544,172.0,analyst,other,-1.0,0,,-1,IT Services,Information Technology,Company - Public,1 to 50 employees,TX
2545,172.0,data scientist,other,2.7,0,,-1,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2546,172.0,data engineer,other,4.1,0,,110,Banks & Credit Unions,Finance,Company - Public,1001 to 5000 employees,TX
2547,172.0,analyst,other,3.8,0,,57,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ employees,TX
2548,172.0,analyst,other,4.6,0,,25,Investment Banking & Asset Management,Finance,Company - Private,1 to 50 employees,TX
2549,172.0,analyst,other,3.8,0,,-1,-1,-1,Contract,1 to 50 employees,TX
2550,172.0,data scientist,other,3.6,0,,53,Industrial Manufacturing,Manufacturing,Subsidiary or Business Segment,1001 to 5000 employees,TX
2551,172.0,analyst,other,4.1,0,,58,Staffing & Outsourcing,Business Services,Company - Public,10000+ employees,TX
2552,172.0,data engineer,other,5.0,0,,15,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2553,172.0,data scientist,other,3.0,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2554,172.0,analyst,other,3.8,0,,14,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,TX
2555,172.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2556,63.5,other,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2557,63.5,data scientist,senior,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,TX
2558,63.5,data scientist,senior,2.4,0,,89,"Cable, Internet & Telephone Providers",Telecommunications,Company - Public,10000+ employees,TX
2559,63.5,analyst,other,4.6,0,,23,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2560,63.5,analyst,other,3.3,0,,102,Insurance Carriers,Insurance,Company - Private,10000+ employees,TX
2561,63.5,analyst,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2562,63.5,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2563,63.5,data scientist,senior,4.0,0,,27,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Public,10000+ employees,TX
2564,63.5,data scientist,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2565,63.5,analyst,other,4.4,0,,29,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2566,63.5,data scientist,other,3.4,0,,-1,Security Services,Business Services,Company - Public,1001 to 5000 employees,TX
2567,63.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2568,63.5,analyst,other,3.3,0,,30,Lending,Finance,Company - Public,5001 to 10000 employees,TX
2569,63.5,data engineer,other,3.4,0,,93,Insurance Agencies & Brokerages,Insurance,Company - Public,10000+ employees,TX
2570,63.5,analyst,other,3.4,0,,135,Insurance Carriers,Insurance,Company - Public,10000+ employees,TX
2571,63.5,analyst,junior,5.0,0,,16,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2572,63.5,data scientist,other,3.6,0,,63,Insurance Carriers,Insurance,Company - Public,10000+ employees,TX
2573,63.5,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2574,63.5,data engineer,other,3.9,0,,30,Banks & Credit Unions,Finance,Company - Public,10000+ employees,TX
2575,63.5,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2576,63.5,data engineer,other,4.6,0,,10,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2577,63.5,other,other,2.5,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,201 to 500 employees,TX
2578,63.5,analyst,other,4.0,0,,155,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2579,63.5,data engineer,senior,3.9,0,,30,Banks & Credit Unions,Finance,Company - Public,10000+ employees,TX
2580,63.5,analyst,other,3.7,0,,110,Financial Analytics & Research,Finance,Company - Private,1001 to 5000 employees,TX
2581,63.5,data scientist,senior,4.4,0,,-1,IT Services,Information Technology,Company - Public,1 to 50 employees,TX
2582,63.5,analyst,other,3.8,0,,19,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,TX
2583,63.5,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2584,63.5,analyst,other,3.6,0,,7,Health Care Services & Hospitals,Health Care,Company - Private,501 to 1000 employees,TX
2585,63.5,other,other,4.0,0,,25,Health Care Services & Hospitals,Health Care,Company - Private,501 to 1000 employees,TX
2586,73.0,analyst,other,4.0,0,,77,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,TX
2587,73.0,analyst,other,1.9,0,,27,-1,-1,-1,51 to 200 employees,TX
2588,73.0,analyst,senior,3.3,0,,30,Lending,Finance,Company - Public,5001 to 10000 employees,TX
2589,73.0,data engineer,other,1.7,0,,41,Brokerage Services,Finance,Company - Public,501 to 1000 employees,TX
2590,73.0,data engineer,senior,4.3,0,,61,Consulting,Business Services,Company - Private,10000+ employees,TX
2591,73.0,data scientist,other,4.3,0,,7,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2592,73.0,data engineer,other,4.5,0,,22,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2593,73.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2594,73.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2595,73.0,data engineer,other,4.1,0,,159,Telecommunications Services,Telecommunications,Company - Public,10000+ employees,TX
2596,73.0,analyst,other,2.9,0,,26,Banks & Credit Unions,Finance,Company - Public,1001 to 5000 employees,TX
2597,73.0,analyst,other,4.6,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2598,73.0,analyst,other,4.1,0,,111,Federal Agencies,Government,Government,1001 to 5000 employees,TX
2599,73.0,data engineer,other,3.8,0,,28,Accounting,Accounting & Legal,Company - Private,201 to 500 employees,TX
2600,73.0,analyst,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2601,73.0,analyst,other,3.3,0,,25,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,TX
2602,73.0,other,other,3.6,0,,36,Legal,Accounting & Legal,Company - Private,5001 to 10000 employees,TX
2603,73.0,analyst,other,3.6,0,,-1,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,TX
2604,73.0,analyst,other,2.8,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2605,73.0,machine learning engineer,other,4.1,0,,25,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,TX
2606,73.0,analyst,other,-1.0,0,,-1,-1,-1,Company - Private,201 to 500 employees,TX
2607,73.0,manager,senior,2.8,0,,21,Food & Beverage Manufacturing,Manufacturing,Company - Public,1001 to 5000 employees,TX
2608,73.0,analyst,other,5.0,0,,16,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2609,73.0,data engineer,other,-1.0,0,,-1,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2610,73.0,data engineer,other,3.7,0,,110,Financial Analytics & Research,Finance,Company - Private,1001 to 5000 employees,TX
2611,73.0,analyst,other,4.4,0,,29,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2612,73.0,data scientist,senior,3.6,0,,63,Insurance Carriers,Insurance,Company - Public,10000+ employees,TX
2613,73.0,data engineer,other,3.3,0,,122,Insurance Carriers,Insurance,Nonprofit Organization,5001 to 10000 employees,TX
2614,73.0,other,senior,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,TX
2615,73.0,other,other,4.6,0,,32,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2616,122.0,analyst,senior,3.6,0,,102,Insurance Carriers,Insurance,Company - Private,10000+ employees,TX
2617,122.0,data engineer,other,3.4,0,,25,Video Games,Media,Company - Private,201 to 500 employees,TX
2618,122.0,data scientist,senior,3.9,0,,225,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2619,122.0,data engineer,other,4.3,0,,7,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2620,122.0,machine learning engineer,other,3.2,0,,97,Other Retail Stores,Retail,Subsidiary or Business Segment,10000+ employees,TX
2621,122.0,machine learning engineer,other,4.1,0,,25,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,TX
2622,122.0,data scientist,senior,2.4,0,,89,"Cable, Internet & Telephone Providers",Telecommunications,Company - Public,10000+ employees,TX
2623,122.0,other,other,5.0,0,,-1,"Health, Beauty, & Fitness",Consumer Services,Company - Private,51 to 200 employees,TX
2624,122.0,analyst,other,2.8,0,,26,Computer Hardware & Software,Information Technology,Company - Public,5001 to 10000 employees,TX
2625,122.0,analyst,other,3.6,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2626,122.0,machine learning engineer,other,3.4,0,,57,IT Services,Information Technology,Company - Public,10000+ employees,TX
2627,122.0,analyst,other,4.6,0,,23,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2628,122.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2629,122.0,data engineer,other,3.7,0,,-1,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2630,122.0,analyst,other,4.1,0,,40,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,TX
2631,122.0,data scientist,other,4.2,0,,22,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2632,122.0,data scientist,senior,3.0,0,,32,Lending,Finance,Company - Public,5001 to 10000 employees,TX
2633,122.0,analyst,other,4.3,0,,-1,IT Services,Information Technology,Contract,1 to 50 employees,TX
2634,122.0,other,other,5.0,0,,11,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2635,122.0,analyst,other,3.3,0,,78,Advertising & Marketing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,TX
2636,122.0,data engineer,other,3.4,0,,57,IT Services,Information Technology,Company - Public,10000+ employees,TX
2637,122.0,data engineer,other,4.1,0,,111,Federal Agencies,Government,Government,1001 to 5000 employees,TX
2638,122.0,machine learning engineer,other,3.9,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2639,122.0,analyst,other,4.2,0,,26,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2640,122.0,data engineer,other,3.4,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2641,122.0,analyst,other,3.6,0,,110,Banks & Credit Unions,Finance,Nonprofit Organization,1001 to 5000 employees,TX
2642,122.0,analyst,other,3.5,0,,-1,-1,-1,Nonprofit Organization,51 to 200 employees,TX
2643,122.0,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,TX
2644,122.0,data engineer,other,3.4,0,,93,Insurance Agencies & Brokerages,Insurance,Company - Public,10000+ employees,TX
2645,122.0,manager,senior,2.4,0,,89,"Cable, Internet & Telephone Providers",Telecommunications,Company - Public,10000+ employees,TX
2646,65.0,analyst,other,4.3,0,,16,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,TX
2647,65.0,analyst,other,5.0,0,,-1,-1,-1,-1,-1,TX
2648,65.0,analyst,senior,4.3,0,,13,Real Estate,Real Estate,Company - Private,501 to 1000 employees,TX
2649,65.0,other,other,3.7,0,,24,Architectural & Engineering Services,Business Services,-1,51 to 200 employees,TX
2650,65.0,analyst,other,4.1,0,,46,Staffing & Outsourcing,Business Services,Company - Private,5001 to 10000 employees,TX
2651,65.0,analyst,other,3.4,0,,28,Staffing & Outsourcing,Business Services,Company - Private,5001 to 10000 employees,TX
2652,65.0,analyst,other,4.4,0,,25,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,TX
2653,65.0,analyst,senior,3.4,0,,55,Advertising & Marketing,Business Services,Subsidiary or Business Segment,5001 to 10000 employees,TX
2654,65.0,analyst,other,4.1,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,TX
2655,65.0,data scientist,senior,5.0,0,,-1,-1,-1,Company - Public,-1,TX
2656,65.0,other,other,5.0,0,,-1,-1,-1,Company - Public,-1,TX
2657,65.0,machine learning engineer,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2658,65.0,other,other,3.8,0,,166,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,TX
2659,65.0,analyst,other,4.3,0,,16,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2660,65.0,other,other,5.0,0,,23,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2661,65.0,analyst,other,3.3,0,,19,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,TX
2662,65.0,data engineer,other,4.0,0,,25,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2663,65.0,data engineer,other,3.3,0,,22,Consulting,Business Services,Company - Private,501 to 1000 employees,TX
2664,65.0,analyst,other,5.0,0,,-1,-1,-1,Company - Public,-1,TX
2665,65.0,data engineer,other,4.6,0,,13,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2666,65.0,data scientist,other,3.4,0,,12,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2667,65.0,other,other,-1.0,0,,-1,-1,-1,Company - Public,-1,TX
2668,65.0,machine learning engineer,other,4.0,0,,-1,Accounting,Accounting & Legal,Company - Private,1 to 50 employees,TX
2669,65.0,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2670,65.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2671,65.0,analyst,senior,3.4,0,,51,Brokerage Services,Finance,Company - Private,1001 to 5000 employees,TX
2672,65.0,data scientist,other,4.0,0,,21,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2673,65.0,machine learning engineer,senior,2.9,0,,-1,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2674,65.0,data scientist,other,-1.0,0,,-1,-1,-1,Company - Private,-1,TX
2675,65.0,data engineer,other,3.4,0,,57,IT Services,Information Technology,Company - Public,10000+ employees,TX
2676,70.5,analyst,other,3.5,0,,-1,-1,-1,Nonprofit Organization,51 to 200 employees,TX
2677,70.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2678,70.5,data engineer,other,4.5,0,,16,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2679,70.5,machine learning engineer,senior,-1.0,0,,-1,-1,-1,Company - Public,51 to 200 employees,TX
2680,70.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2681,70.5,data engineer,other,4.5,0,,11,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,TX
2682,70.5,data engineer,other,3.0,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2683,70.5,data engineer,other,3.9,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2684,70.5,machine learning engineer,senior,4.0,0,,25,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2685,70.5,data engineer,senior,4.1,0,,-1,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2686,70.5,director,other,3.6,0,,36,Computer Hardware & Software,Information Technology,Company - Private,1001 to 5000 employees,TX
2687,70.5,machine learning engineer,other,2.9,0,,-1,Accounting,Accounting & Legal,Company - Private,201 to 500 employees,TX
2688,70.5,manager,senior,3.1,0,,160,Banks & Credit Unions,Finance,Company - Public,10000+ employees,TX
2689,70.5,other,senior,3.5,0,,18,Lending,Finance,Company - Private,1001 to 5000 employees,TX
2690,70.5,data engineer,other,3.9,0,,225,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2691,70.5,data engineer,other,-1.0,0,,-1,-1,-1,Company - Public,1 to 50 employees,TX
2692,70.5,analyst,senior,2.4,0,,29,Industrial Manufacturing,Manufacturing,Company - Public,10000+ employees,TX
2693,70.5,data engineer,other,4.1,0,,26,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2694,70.5,analyst,senior,4.5,0,,34,Video Games,Media,Company - Private,51 to 200 employees,TX
2695,70.5,analyst,senior,-1.0,0,,25,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2696,70.5,data engineer,other,3.9,0,,22,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2697,70.5,data engineer,other,3.9,0,,22,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2698,70.5,data engineer,other,3.9,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2699,70.5,other,senior,4.0,0,,25,Health Care Services & Hospitals,Health Care,Company - Private,501 to 1000 employees,TX
2700,70.5,data engineer,other,4.4,0,,13,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2701,70.5,data engineer,senior,4.1,0,,110,Banks & Credit Unions,Finance,Company - Public,1001 to 5000 employees,TX
2702,70.5,analyst,senior,3.8,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2703,70.5,analyst,senior,4.2,0,,16,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2704,70.5,data engineer,other,4.6,0,,13,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2705,116.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2706,116.0,analyst,other,4.0,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,1 to 50 employees,TX
2707,116.0,data engineer,other,3.8,0,,56,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,TX
2708,116.0,other,other,2.8,0,,69,Utilities,"Oil, Gas, Energy & Utilities",Government,201 to 500 employees,TX
2709,116.0,analyst,other,3.7,0,,-1,Construction,"Construction, Repair & Maintenance",Subsidiary or Business Segment,1 to 50 employees,TX
2710,116.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2711,116.0,analyst,other,3.7,0,,28,Lending,Finance,Company - Private,5001 to 10000 employees,TX
2712,116.0,analyst,senior,3.4,0,,9,Lending,Finance,Company - Private,1001 to 5000 employees,TX
2713,116.0,data engineer,other,4.0,0,,155,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2714,116.0,data engineer,other,4.0,0,,155,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2715,116.0,data engineer,other,3.3,0,,14,Lending,Finance,Company - Private,5001 to 10000 employees,TX
2716,61.5,analyst,other,3.8,0,,-1,"Health, Beauty, & Fitness",Consumer Services,Company - Private,1 to 50 employees,TX
2717,61.5,analyst,other,4.1,0,,58,Staffing & Outsourcing,Business Services,Company - Public,10000+ employees,TX
2718,61.5,other,other,3.6,0,,10,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Subsidiary or Business Segment,10000+ employees,TX
2719,61.5,other,senior,3.4,0,,78,Staffing & Outsourcing,Business Services,Company - Public,5001 to 10000 employees,TX
2720,61.5,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2721,61.5,other,other,3.7,0,,11,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2722,61.5,data engineer,other,1.9,0,,27,-1,-1,-1,51 to 200 employees,TX
2723,61.5,data engineer,other,3.4,0,,17,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2724,61.5,data engineer,other,4.6,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2725,61.5,data engineer,other,3.0,0,,25,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2726,61.5,data engineer,other,3.2,0,,17,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,TX
2727,61.5,analyst,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2728,61.5,other,other,4.0,0,,25,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2729,61.5,data engineer,other,4.0,0,,25,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2730,61.5,other,other,4.2,0,,57,Colleges & Universities,Education,College / University,1001 to 5000 employees,TX
2731,61.5,data scientist,other,3.2,0,,-1,Travel Agencies,Travel & Tourism,Company - Private,501 to 1000 employees,TX
2732,61.5,data engineer,senior,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,TX
2733,61.5,data engineer,other,2.6,0,,-1,Internet,Information Technology,Company - Public,1 to 50 employees,TX
2734,61.5,other,other,4.4,0,,26,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2735,61.5,analyst,other,3.5,0,,-1,-1,-1,Government,51 to 200 employees,TX
2736,61.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2737,68.5,analyst,senior,3.5,0,,62,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2738,68.5,analyst,senior,2.5,0,,57,Lending,Finance,Subsidiary or Business Segment,1001 to 5000 employees,TX
2739,68.5,data engineer,other,3.3,0,,78,Advertising & Marketing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,TX
2740,68.5,machine learning engineer,senior,3.8,0,,29,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,TX
2741,68.5,analyst,other,4.4,0,,-1,IT Services,Information Technology,Company - Public,1 to 50 employees,TX
2742,68.5,other,other,3.7,0,,100,Accounting,Accounting & Legal,Company - Private,5001 to 10000 employees,TX
2743,68.5,machine learning engineer,other,4.6,0,,13,Consulting,Business Services,Company - Private,201 to 500 employees,TX
2744,68.5,data engineer,other,2.6,0,,-1,Internet,Information Technology,Company - Public,1 to 50 employees,TX
2745,68.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2746,68.5,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,-1,TX
2747,68.5,other,senior,4.3,0,,11,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2748,68.5,other,senior,3.9,0,,61,Consumer Products Manufacturing,Manufacturing,Company - Private,5001 to 10000 employees,TX
2749,68.5,other,other,4.2,0,,57,Colleges & Universities,Education,College / University,1001 to 5000 employees,TX
2750,68.5,other,senior,3.0,0,,-1,-1,-1,Company - Public,1 to 50 employees,TX
2751,68.5,data engineer,other,3.3,0,,84,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,TX
2752,68.5,researcher,senior,3.7,0,,212,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2753,68.5,director,other,2.9,0,,-1,Research & Development,Business Services,Company - Private,201 to 500 employees,TX
2754,68.5,data scientist,other,3.8,0,,-1,IT Services,Information Technology,Contract,201 to 500 employees,TX
2755,68.5,analyst,senior,3.7,0,,17,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,TX
2756,68.5,other,other,3.5,0,,48,Consulting,Business Services,Company - Public,10000+ employees,TX
2757,68.5,data engineer,senior,5.0,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2758,68.5,director,other,2.9,0,,-1,Research & Development,Business Services,Company - Private,201 to 500 employees,TX
2759,68.5,analyst,senior,2.5,0,,57,Lending,Finance,Subsidiary or Business Segment,1001 to 5000 employees,TX
2760,68.5,data engineer,other,2.5,0,,-1,Advertising & Marketing,Business Services,Company - Private,1 to 50 employees,TX
2761,68.5,data engineer,other,2.6,0,,-1,Internet,Information Technology,Company - Public,1 to 50 employees,TX
2762,68.5,data engineer,other,3.8,0,,24,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2763,68.5,data engineer,other,3.8,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2764,68.5,data engineer,other,3.8,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2765,68.5,analyst,other,3.7,0,,25,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2766,68.5,analyst,senior,3.0,0,,46,Health Care Products Manufacturing,Manufacturing,Subsidiary or Business Segment,5001 to 10000 employees,TX
2767,68.5,data engineer,other,3.3,0,,30,Lending,Finance,Company - Public,5001 to 10000 employees,TX
2768,68.5,data engineer,other,4.6,0,,23,Consulting,Business Services,Company - Private,1 to 50 employees,TX
2769,68.5,other,other,2.6,0,,-1,-1,-1,Company - Public,51 to 200 employees,TX
2770,68.5,data engineer,senior,3.9,0,,23,Computer Hardware & Software,Information Technology,Company - Private,1001 to 5000 employees,TX
2771,68.5,analyst,senior,2.8,0,,7,IT Services,Information Technology,Company - Public,10000+ employees,TX
2772,68.5,other,other,3.4,0,,5,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,TX
2773,68.5,other,other,4.1,0,,12,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2774,68.5,other,other,3.6,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,TX
2775,68.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
